"County","CountyCode","Year","Variable","Value","Percentage"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2016","7510","5812","0.9999864755206924"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2017","7510","6176","0.9999871172204114"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2018","7510","6495","0.9999876257532823"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2019","7510","6809","0.9999881161762609"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2020","7510","6939","0.9999877895405204"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2021","7510","6994","0.9999881638595287"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2022","7510","7079","0.9999882343251797"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2023","7510","7209","0.9999883706055426"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2024","7510","7560","0.9999885782163742"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2008","7510","0.08932288259571583","0.000011893717738290635"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2009","7510","0.09104685093113252","0.000012523481527864747"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2010","7510","0.1027245542141987","0.000013844087882269877"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2011","7510","0.08602709691927142","0.000014054221185333014"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2012","7510","0.08127466539331207","0.000014044154822762764"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2013","7510","0.08118848286005204","0.000014141671262709826"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2014","7510","0.07870332263286416","0.000013718362027573907"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2015","7510","0.08110719955822461","0.000013805290187199734"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2016","7510","0.07860533683171263","0.000013524479307546658"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2017","7510","0.07956507175800676","0.00001288277958852402"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2018","7510","0.0803717269712419","0.000012374246717731059"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2019","7510","0.08091791745397935","0.000011883823739126302"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2020","7510","0.08472941291393964","0.000012210459479590216"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2021","7510","0.08278294628695879","0.000011836140471315113"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2022","7510","0.08329019201807229","0.000011765674820279317"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2023","7510","0.08383727962041215","0.000011629394457430602"
"Q SANATATE SI ASISTENTA SOCIALA","Dambovita","2024","7510","0.08634967047777867","0.000011421783625730994"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2008","3326","3326","0.9999707602339182"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2009","3326","3952","0.9999700724247321"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2010","3326","3863","0.9999665227143384"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2011","3326","3412","0.9999672967492969"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2012","3326","3466","0.9999663695981167"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2013","3326","3441","0.9999670184696571"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2014","3326","3371","0.9999681751638979"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2015","3326","3406","0.9999679702764165"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2016","3326","3494","0.9999683394016148"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2017","3326","3772","0.9999700194873332"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2018","3326","3883","0.9999707516817783"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2019","3326","3951","0.9999702460650421"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2020","3326","4055","0.9999700185884751"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2021","3326","4006","0.9999704823189091"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2022","3326","4060","0.9999715787977832"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2023","3326","4160","0.9999732348375355"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2024","3326","4275","0.9999738486885118"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2008","3326","0.09725430568145267","0.000029239766081871343"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2009","3326","0.11827731721186364","0.0000299275752678518"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2010","3326","0.12932708403080012","0.00003347728566167855"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2011","3326","0.11158714066128135","0.00003270325070311989"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2012","3326","0.11656689311898837","0.000033630401883302503"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2013","3326","0.11349318908934991","0.000032981530343007914"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2014","3326","0.10728493682568982","0.00003182483610209407"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2015","3326","0.10909673286354901","0.000032029723583485475"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2016","3326","0.11062563323201621","0.00003166059838530948"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2017","3326","0.11308988427175151","0.0000299805126667666"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2018","3326","0.11357454151920209","0.000029248318221702253"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2019","3326","0.11756129492977863","0.000029753934957898182"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2020","3326","0.12157826882139537","0.000029981411524854588"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2021","3326","0.11825132095522035","0.000029517681090973495"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2022","3326","0.11539336061846293","0.000028421202216853774"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2023","3326","0.11134605604775033","0.000026765162464536164"
"Q SANATATE SI ASISTENTA SOCIALA","Giurgiu","2024","3326","0.11179978032323866","0.000026151311488271138"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2008","3375","3375","0.9999790571530294"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2009","3375","3526","0.9999790724928846"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2010","3375","3547","0.9999756210536581"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2011","3375","3345","0.9999754739656146"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2012","3375","3110","0.999976134790702"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2013","3375","3210","0.9999759638496298"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2014","3375","2991","0.9999753494219439"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2015","3375","3107","0.9999761296636669"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2016","3375","3352","0.9999765824415147"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2017","3375","3548","0.9999773735179655"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2018","3375","3529","0.9999772090161132"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2019","3375","3501","0.9999777084262149"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2020","3375","3551","0.999977856510186"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2021","3375","3694","0.9999776720923482"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2022","3375","3839","0.9999783296493737"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2023","3375","3922","0.9999788077224658"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2024","3375","4097","0.9999795726600482"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2008","3375","0.07068358884141744","0.000020942846970617187"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2009","3375","0.07379193436996422","0.000020927507115352418"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2010","3375","0.08647423082549124","0.0000243789463419391"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2011","3375","0.08204159717453154","0.000024526034385500207"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2012","3375","0.0742225722536455","0.00002386520929788554"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2013","3375","0.07715789726702402","0.000024036150370156717"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2014","3375","0.07373169649460139","0.000024650578056055415"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2015","3375","0.07416690537572806","0.00002387033633303893"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2016","3375","0.07849749426256382","0.000023417558485352318"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2017","3375","0.0802805747256477","0.000022626482034573264"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2018","3375","0.08043121524295743","0.000022790983886774394"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2019","3375","0.07804453955727948","0.000022291573785109233"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2020","3375","0.0786332735445869","0.000022143489813994687"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2021","3375","0.08248113249676238","0.00002232790765177395"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2022","3375","0.0831942789034565","0.000021670350626273134"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2023","3375","0.08311787394566185","0.000021192277534066587"
"Q SANATATE SI ASISTENTA SOCIALA","Ialomita","2024","3375","0.0836925213980757","0.00002042733995179148"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2008","11941","11941","0.9999945238786273"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2009","11941","12959","0.9999944451542303"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2010","11941","12339","0.9999937851527299"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2011","11941","11472","0.9999936301269516"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2012","11941","10982","0.9999937148819026"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2013","11941","11101","0.9999938051726809"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2014","11941","10907","0.9999938397851317"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2015","11941","11310","0.9999939556221781"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2016","11941","11576","0.9999939519299392"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2017","11941","12154","0.9999941829012198"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2018","11941","12769","0.9999943890204351"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2019","11941","12965","0.999994353376963"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2020","11941","12961","0.9999941989975869"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2021","11941","13053","0.9999942755738737"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2022","11941","13080","0.999994345106821"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2023","11941","13311","0.9999944700664698"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2024","11941","13756","0.9999945429740792"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2008","11941","0.06539072339959476","0.000005476121372754105"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2009","11941","0.07198564619879792","0.000005554845769707204"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2010","11941","0.07668547705464128","0.0000062148472701283364"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2011","11941","0.07307564909419828","0.000006369873048430145"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2012","11941","0.06902360076678923","0.00000628511809736905"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2013","11941","0.06876920408365547","0.0000061948273191884784"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2014","11941","0.06718987747257148","0.000006160214868294607"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2015","11941","0.0683623263741976","0.000006044377821968896"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2016","11941","0.07001288246714366","0.000006048070060843585"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2017","11941","0.07070142985119775","0.000005817098780154385"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2018","11941","0.07164700007294314","0.000005610979564812424"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2019","11941","0.07320888105886073","0.000005646623037092667"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2020","11941","0.0751872284389992","0.000005801002413217004"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2021","11941","0.07472136196326042","0.00000572442612628084"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2022","11941","0.07396642105441735","0.000005654893179067848"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2023","11941","0.07360935227530373","0.000005529933530198967"
"Q SANATATE SI ASISTENTA SOCIALA","Prahova","2024","11941","0.07506725821150456","0.0000054570259208731245"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2008","5533","5533","0.9999827019546791"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2009","5533","5298","0.9999813676169181"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2010","5533","5197","0.9999801394212627"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2011","5533","4589","0.9999796441802712"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2012","5533","4341","0.9999804033000843"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2013","5533","4335","0.9999806919987644"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2014","5533","4293","0.9999808017201659"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2015","5533","4311","0.9999805420971727"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2016","5533","4672","0.9999807607210881"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2017","5533","4846","0.9999811078364695"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2018","5533","5211","0.999981487652264"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2019","5533","5314","0.9999815892186463"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2020","5533","5728","0.9999812702515405"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2021","5533","5707","0.9999812607750543"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2022","5533","5918","0.9999812484764388"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2023","5533","5864","0.9999811445271991"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2024","5533","6115","0.9999815351662759"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2008","5533","0.09571174038644502","0.00001729804532087874"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2009","5533","0.09871620488550187","0.00001863238308179616"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2010","5533","0.10321747765640517","0.000019860578737264403"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2011","5533","0.09341475826972011","0.000020355819728860485"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2012","5533","0.08507094144391314","0.00001959669991573419"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2013","5533","0.0837018014712981","0.000019308001235712083"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2014","5533","0.0824197976462457","0.00001919827983412686"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2015","5533","0.08388465130759651","0.00001945790282723328"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2016","5533","0.0898876404494382","0.000019239278911826384"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2017","5533","0.09155315410628932","0.000018892163530567524"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2018","5533","0.09646962993131791","0.00001851234773593987"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2019","5533","0.09783669336279112","0.000018410781353560644"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2020","5533","0.10728600861584567","0.00001872974845947819"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2021","5533","0.10694676086426926","0.00001873922494565625"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2022","5533","0.11097359735973597","0.000018751523561289355"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2023","5533","0.11057057736546366","0.000018855472800980484"
"Q SANATATE SI ASISTENTA SOCIALA","Teleorman","2024","5533","0.1129145431715784","0.000018464833724172312"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2008","4134","4134","0.9999903431093257"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2009","4134","4128","0.9999905759063622"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2010","4134","3695","0.9999898495706369"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2011","4134","3535","0.9999901812540503"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2012","4134","3707","0.9999907288083737"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2013","4134","3594","0.9999903880350259"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2014","4134","3606","0.9999907701395555"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2015","4134","3871","0.9999913810935668"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2016","4134","4413","0.9999921940862397"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2017","4134","4780","0.9999927505763292"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2018","4134","4546","0.9999932206607144"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2019","4134","5154","0.9999934404292584"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2020","4134","5475","0.9999934446862627"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2021","4134","5751","0.9999937565556166"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2022","4134","5550","0.999994015129752"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2023","4134","6184","0.9999942850284892"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2024","4134","7041","0.9999945627055977"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2008","4134","0.03992197156983931","0.000009656890674340675"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2009","4134","0.03890302516256715","0.000009424093637794385"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2010","4134","0.0375062172010922","0.000010150429363162062"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2011","4134","0.03470960773724778","0.000009818745949767296"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2012","4134","0.03436862599666234","0.000009271191626259724"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2013","4134","0.03454573416894152","0.000009611964973999636"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2014","4134","0.033283183962046464","0.00000922986044451008"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2015","4134","0.03336407436456565","0.000008618906433151763"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2016","4134","0.03444776632034159","0.000007805913760264777"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2017","4134","0.0346524963571382","0.00000724942367081817"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2018","4134","0.030819085325342697","0.000006779339285593225"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2019","4134","0.03380824937027708","0.000006559570741690664"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2020","4134","0.0358905779858011","0.000006555313737315469"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2021","4134","0.03590627282773605","0.000006243444383397433"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2022","4134","0.033216228671291","0.000005984870248013023"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2023","4134","0.03534158579935763","0.000005714971510867018"
"Q SANATATE SI ASISTENTA SOCIALA","Ilfov","2024","4134","0.03828419804908816","0.000005437294402305413"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2008","46341","46341","0.9999989156776743"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2009","46341","50268","0.9999988719442379"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2010","46341","49249","0.9999987798226594"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2011","46341","47778","0.999998764959429"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2012","46341","46831","0.9999987670167106"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2013","46341","47643","0.9999987677247393"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2014","46341","49965","0.9999987869333311"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2015","46341","51924","0.9999988235930762"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2016","46341","53541","0.999998884295907"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2017","46341","56838","0.9999989109470513"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2018","46341","59394","0.9999989494694821"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2019","46341","61072","0.9999989837553289"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2020","46341","61662","0.9999989642049962"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2021","46341","65386","0.999998966900526"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2022","46341","67446","0.9999989879607815"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2023","46341","67864","0.9999990296970908"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2024","46341","68372","0.9999990506470315"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2008","46341","0.050248635378873474","0.000001084322325654524"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2009","46341","0.05670517101344644","0.0000011280557620524297"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2010","46341","0.06009258716957557","0.0000012201773405746792"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2011","46341","0.05900784128227011","0.0000012350405710827601"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2012","46341","0.057741911619648846","0.0000012329832893774791"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2013","46341","0.05870936259251318","0.0000012322752607186383"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2014","46341","0.06061094963826308","0.0000012130666689310579"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2015","46341","0.06108382497397197","0.000001176406923860591"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2016","46341","0.05973597948887307","0.0000011157040929604648"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2017","46341","0.06189965890824501","0.000001089052948665311"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2018","46341","0.06239527512897902","0.0000010505305179115455"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2019","46341","0.062064157623773646","0.000001016244671067006"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2020","46341","0.06386925767602578","0.00000103579500373922"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2021","46341","0.06755031199636348","0.0000010330994740490577"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2022","46341","0.06825806621374492","0.000001012039218543797"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2023","46341","0.06584870052056802","9.703029091621822e-7"
"Q SANATATE SI ASISTENTA SOCIALA","Municipiul Bucuresti","2024","46341","0.06490922278297391","9.493529684843296e-7"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2008","10800","10800","0.9999926472750801"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2009","10800","12315","0.9999922466796406"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2010","10800","12186","0.9999916133414963"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2011","10800","10953","0.99999130752247"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2012","10800","10719","0.9999913516505375"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2013","10800","10731","0.9999913265217617"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2014","10800","10628","0.999991403691255"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2015","10800","10800","0.9999915241307996"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2016","10800","11063","0.9999915837667693"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2017","10800","11733","0.9999919642570152"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2018","10800","12594","0.9999923375757622"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2019","10800","13233","0.999992547768802"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2020","10800","13549","0.9999924253900925"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2021","10800","14209","0.9999924888835476"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2022","10800","14494","0.9999926732948925"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2023","10800","14814","0.9999928411376865"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2024","10800","15083","0.999992940495436"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2008","10800","0.0794100130144188","0.000007352724919855298"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2009","10800","0.09548288053591365","0.000007753320359443932"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2010","10800","0.1022006776476903","0.00000838665850365239"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2011","10800","0.09520953399222885","0.000008692477529945585"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2012","10800","0.09270245961185872","0.00000864834946250508"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2013","10800","0.09307590226639952","0.0000086734782382431"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2014","10800","0.09136235472113334","0.000008596308745024886"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2015","10800","0.09154016324662445","0.000008475869200386499"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2016","10800","0.09310957186261225","0.000008416233230655287"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2017","10800","0.09428413008365276","0.000008035742984796375"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2018","10800","0.09650131028458461","0.000007662424237780348"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2019","10800","0.09861611035346196","0.000007452231198020687"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2020","10800","0.10262916701383892","0.00000757460990758976"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2021","10800","0.10672625530476584","0.000007511116452349478"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2022","10800","0.10619404187975323","0.00000732670510744613"
